# ops-dashboardのデプロイに必要な値を、GitHub側のどこから取るかを定めた対応表（#51）。
#
# 背景: 以前は deploy.yml が実行のたびに1Passwordから全値を読んでいたが、1Passwordサービス
# アカウントの日次レート制限（1Passwordアカウント全体で1,000リクエスト/日。サービスアカウントを
# 分けても分割されない）を使い切り、フリート全体のデプロイが止まった
# （guchi-apps/issue-deck#1302）。ops-dashboardは1デプロイで4ジョブ×21参照=84リクエストを
# 消費していた。
#
# GitHub側にはレート制限が無いため実行時の取得先をGitHubへ移し、1Passwordは「人が管理する
# 唯一の正」として残す。値が変わったときだけ scripts/sync-github-secrets.sh で同期する。
#
# 列: KEY <TAB> SCOPE <TAB> KIND <TAB> GH_NAME <TAB> SOURCE
#
# SCOPE
#   repo    … このリポジトリのsecret/variableとして設定する
#   inherit … organizationの共通値を使う（同期しない）。GH_NAME列がorganization側の名前
#
# KIND
#   secret … ログでマスクされる。既定はこちら
#   var    … マスクされない
#
# **ops-dashboardはPRIVATEリポジトリ**のためActionsのログは外部から読めないが、
# 値の秘匿性に応じた分類は他リポジトリと揃える（公開/非公開の設定変更に耐えるため）。
#
# --- VPSへの接続（organizationの共通値） ---
SSH_PRIVATE_KEY	inherit	secret	SERVER_SSH_PRIVATE_KEY	-
HOST	inherit	secret	SERVER_HOST	-
USERNAME	inherit	secret	SERVER_USERNAME	-
SSH_PORT	inherit	secret	SERVER_SSH_PORT	-
#
# --- Supabase（organizationの共通値。クライアントバンドルに埋め込まれる公開値のためvar） ---
NEXT_PUBLIC_SUPABASE_URL	inherit	var	SUPABASE_PROJECT_URL	-
NEXT_PUBLIC_SUPABASE_PUBLISHABLE_KEY	inherit	var	SUPABASE_PUBLISHABLE_KEY	-
#
# --- ops-dashboard固有 ---
# TARGET_DIRはサーバー上のパス。単体では資格情報でないがVPSへの攻撃面になるためsecret。
TARGET_DIR	repo	secret	TARGET_DIR	op://apps/ops-dashboard/target-dir
ALLOWED_EMAILS	repo	secret	ALLOWED_EMAILS	op://apps/ops-dashboard/allowed-emails
ANTHROPIC_OAUTH_REFRESH_TOKEN	repo	secret	ANTHROPIC_OAUTH_REFRESH_TOKEN	op://apps/ops-dashboard/anthropic-oauth-refresh-token
OPENAI_CHATGPT_REFRESH_TOKEN	repo	secret	OPENAI_CHATGPT_REFRESH_TOKEN	op://apps/ops-dashboard/openai-chatgpt-refresh-token
OPENAI_CHATGPT_ACCOUNT_ID	repo	secret	OPENAI_CHATGPT_ACCOUNT_ID	op://apps/ops-dashboard/openai-chatgpt-account-id
GH_USAGE_TOKEN	repo	secret	GH_USAGE_TOKEN	op://apps/ops-dashboard/github-usage-token
HOST_STATS_TOKEN	repo	secret	HOST_STATS_TOKEN	op://apps/ops-dashboard/host-stats-token
UPTIMEROBOT_READ_ONLY_KEY	repo	secret	UPTIMEROBOT_READ_ONLY_KEY	op://apps/ops-dashboard/uptimerobot-read-only-key
WIDGET_TOKEN	repo	secret	WIDGET_TOKEN	op://apps/ops-dashboard/widget-token
SIGNALY_WEBHOOK_URL	repo	secret	SIGNALY_WEBHOOK_URL	op://apps/ops-dashboard/ci-webhook-url
SIGNALY_LOGIN_WEBHOOK_URL	repo	secret	SIGNALY_LOGIN_WEBHOOK_URL	op://apps/ops-dashboard/login-webhook-url
#
# 以下は秘匿情報ではない設定値。PORTはVPS上のローカルポートで接続情報が無ければ意味を持たない。
# GH_USAGE_ORGはGitHubのorganization名、UPTIMEKUMA_*は監視ダッシュボードの公開URLとスラッグ。
PORT	repo	var	PORT	op://apps/ops-dashboard/port
GH_USAGE_ORG	repo	var	GH_USAGE_ORG	op://apps/ops-dashboard/github-usage-org
UPTIMEKUMA_BASE_URL	repo	var	UPTIMEKUMA_BASE_URL	op://apps/ops-dashboard/uptimekuma-base-url
UPTIMEKUMA_DASHBOARD_SLUG	repo	var	UPTIMEKUMA_DASHBOARD_SLUG	op://apps/ops-dashboard/uptimekuma-dashboard-slug
